date,close
2009-03-30,1000
2009-03-31,1001.4108
2009-04-01,1000.8465
2009-04-02,979.9661
2009-04-03,972.912
2009-04-07,985.0452
2009-04-08,977.1445
2009-04-09,978.5553
2009-04-10,983.07
2009-04-13,978.8375
2009-04-14,1004.5147
2009-04-15,1005.079
2009-04-16,1014.6727
2009-04-17,1021.4447
2009-04-20,1022.2912
2009-04-21,994.3567
2009-04-22,994.921
2009-04-23,991.2528
2009-04-24,987.8668
2009-04-27,987.3025
2009-04-28,989.5598
2009-04-29,993.228
2009-04-30,1002.5395
2009-05-04,1025.9594
2009-05-05,1009.3115
2009-05-06,1014.1084
2009-05-07,1013.8262
2009-05-08,1019.7517
2009-05-11,1026.8059
2009-05-12,1028.4989
2009-05-13,1026.8059
2009-05-14,1014.1084
2009-05-15,1016.93
2009-05-18,1018.0587
2009-05-19,1020.8804
2009-05-20,1020.8804
2009-05-21,1022.5734
2009-05-22,1020.8804
2009-05-25,1018.3409
2009-05-26,1016.0835
2009-05-27,1018.623
2009-06-01,1029.0632
2009-06-02,1031.3205
2009-06-03,1035.5531
2009-06-04,1044.0181
2009-06-05,1059.8194
2009-06-08,1068.8488
2009-06-09,1066.3093
2009-06-10,1074.4921
2009-06-11,1094.2438
2009-06-12,1090.2935
2009-06-15,1086.061
2009-06-16,1090.5756
2009-06-17,1086.9075
2009-06-18,1084.0858
2009-06-19,1102.4266
2009-06-22,1105.8126
2009-06-23,1095.0903
2009-06-24,1091.9865
2009-06-25,1090.8578
2009-06-26,1087.4718
2009-06-29,1080.4176
2009-06-30,1079.5711
2009-07-01,1083.2393
2009-07-02,1091.14
2009-07-03,1088.8826
2009-07-06,1090.8578
2009-07-07,1091.9865
2009-07-08,1086.3431
2009-07-09,1090.5756
2009-07-10,1095.3725
2009-07-13,1096.5011
2009-07-14,1100.7336
2009-07-15,1121.0497
2009-07-16,1129.163
2009-07-17,1122.2453
2009-07-20,1128.4248
2009-07-21,1130.5607
2009-07-22,1141.2105
2009-07-23,1155.2234
2009-07-24,1172.5994
2009-07-27,1187.1728
2009-07-28,1213.7973
2009-07-29,1230.8931
2009-07-30,1245.4665
2009-07-31,1296.7537
2009-08-03,1361.2131
2009-08-04,1358.6907
2009-08-05,1368.4998
2009-08-06,1372.9839
2009-08-07,1329.1574
2009-08-10,1318.5064
2009-08-11,1325.8358
2009-08-12,1308.3971
2009-08-13,1315.8069
2009-08-14,1285.8828
2009-08-17,1264.2234
2009-08-18,1258.5236
2009-08-19,1202.3802
2009-08-20,1220.6197
2009-08-21,1235.1542
2009-08-24,1232.0193
2009-08-25,1208.365
2009-08-26,1216.6298
2009-08-27,1217.1998
2009-08-28,1217.4848
2009-08-31,1177.8709
2009-09-01,1164.4763
2009-09-02,1154.2166
2009-09-03,1154.5059
2009-09-04,1150.0566
2009-09-07,1117.1965
2009-09-08,1122.9551
2009-09-09,1151.4275
2009-09-10,1140.8927
2009-09-11,1130.9273
2009-09-14,1131.2121
2009-09-15,1129.5037
2009-09-16,1149.1497
2009-09-17,1136.0524
2009-09-18,1131.2121
2009-09-21,1135.7677
2009-09-22,1126.3717
2009-09-23,1107.8646
2009-09-24,1097.3298
2009-09-25,1089.0728
2009-09-28,1041.8085
2009-09-29,1051.7738
2009-09-30,1050.6349
2009-10-09,1037.5376
2009-10-12,1035.5445
2009-10-13,1027.5722
2009-10-14,1030.8068
2009-10-15,1048.4353
2009-10-16,1068.656
2009-10-19,1078.9215
2009-10-20,1072.501
2009-10-21,1085.0629
2009-10-22,1076.13
2009-10-23,1086.1795
2009-10-26,1116.8862
2009-10-27,1108.5116
2009-10-28,1078.9215
2009-10-29,1070.547
2009-10-30,1081.713
2009-11-02,1091.4834
2009-11-03,1083.388
2009-11-04,1085.6212
2009-11-05,1084.5046
2009-11-06,1085.9003
2009-11-09,1096.2289
2009-11-10,1094.554
2009-11-11,1089.9529
2009-11-12,1085.6777
2009-11-13,1089.9501
2009-11-16,1086.8753
2009-11-17,1082.321
2009-11-18,1083.6605
2009-11-19,1102.4136
2009-11-20,1100.8062
2009-11-23,1121.4345
2009-11-24,1103.2173
2009-11-25,1106.1642
2009-11-26,1092.2333
2009-11-27,1055.2629
2009-11-30,1060.3531
2009-12-01,1054.995
2009-12-02,1055.2639
2009-12-03,1057.0003
2009-12-04,1055.0877
2009-12-07,1053.8771
2009-12-08,1040.6223
2009-12-09,1028.3315
2009-12-10,1044.4783
2009-12-11,1059.4201
2009-12-14,1067.6139
2009-12-15,1058.9381
2009-12-16,1058.4561
2009-12-17,1057.0101
2009-12-18,1055.3231
2009-12-21,1064.722
2009-12-22,1061.589
2009-12-23,1062.312
2009-12-24,1075.0848
2009-12-25,1074.6028
2009-12-28,1090.5086
2009-12-29,1084.2427
2009-12-30,1081.1097
2009-12-31,1087.1346
2010-01-04,1103.5224
2010-01-05,1105.9324
2010-01-06,1113.8852
2010-01-07,1081.8327
2010-01-08,1075.3258
2010-01-11,1088.3396
2010-01-12,1086.8936
2010-01-13,1064.722
2010-01-14,1068.3369
2010-01-15,1052.6722
2010-01-18,1059.1791
2010-01-19,1056.0461
2010-01-20,1051.7082
2010-01-21,1048.8162
2010-01-22,1033.3924
2010-01-25,1030.9825
2010-01-26,1027.8495
2010-01-27,1040.1403
2010-01-28,1034.5974
2010-01-29,1036.2844
2010-02-01,1035.0794
2010-02-02,1002.3039
2010-02-03,1007.3648
2010-02-04,991.7001
2010-02-05,990.2541
2010-02-08,995.074
2010-02-09,1001.8219
2010-02-10,1011.7028
2010-02-11,1019.1737
2010-02-12,1034.5974
2010-02-22,1022.5476
2010-02-23,1032.1875
2010-02-24,1024.9576
2010-02-25,1014.3537
2010-02-26,1015.5587
2010-03-01,1014.3537
2010-03-02,1001.3399
2010-03-03,998.448
2010-03-04,997.966
2010-03-05,1004.4729
2010-03-08,1009.5338
2010-03-09,1010.9798
2010-03-10,1014.3537
2010-03-11,1015.2558
2010-03-12,1015.2013
2010-03-15,1018.8396
2010-03-16,1044.7259
2010-03-17,1041.0103
2010-03-18,1034.4535
2010-03-19,1039.699
2010-03-22,1042.1031
2010-03-23,1036.4205
2010-03-24,1044.2888
2010-03-25,1048.2229
2010-03-26,1047.5672
2010-03-29,1051.2827
2010-03-30,1040.5732
2010-03-31,1039.2618
2010-04-01,1038.8247
2010-04-02,1046.0372
2010-04-06,1054.3426
2010-04-07,1059.151
2010-04-08,1051.2827
2010-04-09,1059.5881
2010-04-12,1064.8336
2010-04-13,1066.8006
2010-04-14,1060.8995
2010-04-15,1053.2498
2010-04-16,1057.4025
2010-04-19,1038.6061
2010-04-20,1042.9774
2010-04-21,1040.1361
2010-04-22,1034.672
2010-04-23,1035.9834
2010-04-26,1034.672
2010-04-27,1022.4326
2010-04-28,1002.762
2010-04-29,1001.6692
2010-04-30,1013.0344
2010-05-04,1019.5913
2010-05-05,1016.9685
2010-05-06,1013.4715
2010-05-07,993.3638
2010-05-10,990.9597
2010-05-11,978.9387
2010-05-12,962.9837
2010-05-13,961.6724
2010-05-14,954.4598
2010-05-17,914.9001
2010-05-18,919.927
2010-05-19,922.9869
2010-05-20,929.1066
2010-05-21,924.0797
2010-05-24,943.7503
2010-05-25,931.9479
2010-05-26,933.6964
2010-05-27,933.2593
2010-05-28,930.1994
2010-05-31,921.2384
2010-06-01,913.1516
2010-06-02,914.6815
2010-06-03,917.96
2010-06-04,913.5887
2010-06-07,878.8374
2010-06-08,887.5799
2010-06-09,896.7595
2010-06-10,892.1697
2010-06-11,898.508
2010-06-17,898.7265
2010-06-18,893.481
2010-06-21,909.8732
2010-06-22,904.4091
2010-06-23,891.7325
2010-06-24,896.3223
2010-06-25,892.6068
2010-06-28,882.7715
2010-06-29,872.9362
2010-06-30,870.9692
2010-07-01,865.5051
2010-07-02,868.7835
2010-07-05,871.8434
2010-07-06,866.3794
2010-07-07,866.5979
2010-07-08,860.0411
2010-07-09,863.3195
2010-07-12,861.7896
2010-07-13,856.107
2010-07-14,853.7028
2010-07-15,854.3585
2010-07-16,855.8884
2010-07-19,866.8165
2010-07-20,877.3894
2010-07-21,877.6004
2010-07-22,876.747
2010-07-23,886.6348
2010-07-26,884.9552
2010-07-27,872.358
2010-07-28,886.005
